,,VENTAS DIARIAS ,,,,,,,,INTERACCIONES POR REDES ,,,,,,,,,,
FECHA,CANT/MONTO,WHATSAPP ,INSTAGRAM,FACEBOOK ,SHOWROOM ,WEB ,TIENDA,TOTAL ,,,,WHATSAPP,INTAGRAM ,FACEBOOK ,,,,WHATSAPP,INTAGRAM ,FACEBOOK 
21/01/2026,CANTIDAD ,0,0,0,0,0,6,6,,11-ene,CANT. CONTACTOS ,5,1,0,,27-ene,CANT. CONTACTOS ,18,4,0
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.0,00","S/.0,00","S/.2.493,20","S/.2.493,20",,,CANT. VENTAS ,0,0,0,,,CANT. VENTAS ,2,1,0
22/01/2026,CANTIDAD ,1,0,0,1,2,6,10,,,TASA DE VENTA ,0%,0%,0%,,,TASA DE VENTA ,,,0%
,MONTO ,"S/.1.518,40","S/.0,00","S/.0,00","S/.127,60","S/.728,82","S/.1.889,80","S/.4.264,62",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00",,,MONTO TOTAL,"S/.407,70","S/.1.126,00","S/.0,00"
23/01/2026,CANTIDAD ,0,0,0,0,2,1,3,,12-ene,CANT. CONTACTOS ,9,5,0,,28-ene,CANT. CONTACTOS ,8,1,
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.0,00","S/.365,80","S/.239,20","S/.605,00",,,CANT. VENTAS ,0,0,0,,,CANT. VENTAS ,1,0,0
24/01/2026,CANTIDAD ,0,0,0,0,3,1,4,,,TASA DE VENTA ,"0,00%","0,00%",0%,,,TASA DE VENTA ,,0%,0%
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.0,00","S/.1.129,56","S/.255,20","S/.1.384,76",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00",,,MONTO TOTAL,"S/.131,60","S/.0,00","S/.0,00"
25/01/2026,CANTIDAD ,0,0,0,0,2,3,5,,13-ene,CANT. CONTACTOS ,4,0,0,,29-ene,CANT. CONTACTOS ,11,0,0
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.0,00","S/.312,80","S/.708,52","S/.1.021,32",,,CANT. VENTAS ,0,0,0,,,CANT. VENTAS ,1,1,0
26/01/2026,CANTIDAD ,0,0,0,0,1,3,4,,,TASA DE VENTA ,"0,00%",0%,0%,,,TASA DE VENTA ,,,0%
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.0,00","S/.629,20","S/.884,80","S/.1.514,00",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00",,,MONTO TOTAL,"S/.107,40","S/.294,80","S/.0,00"
27/01/2026,CANTIDAD ,2,1,0,2,1,5,11,,14-ene,CANT. CONTACTOS ,13,5,0,,30-ene,CANT. CONTACTOS ,10,0,0
,MONTO ,"S/.407,70","S/.1.126,00","S/.0,00","S/.972,80","S/.254,20","S/.1.320,70","S/.4.081,40",,,CANT. VENTAS ,1,0,0,,,CANT. VENTAS ,0,0,0
28/01/2026,CANTIDAD ,1,0,0,0,2,4,7,,,TASA DE VENTA ,,"0,00%",0%,,,TASA DE VENTA ,"0,00%",0%,0%
,MONTO ,"S/.131,60","S/.0,00","S/.0,00","S/.0,00","S/.303,90","S/.976,90","S/.1.412,40",,,MONTO TOTAL,"S/.421,80","S/.0,00","S/.0,00",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00"
29/01/2026,CANTIDAD ,1,1,0,0,1,1,4,,15-ene,CANT. CONTACTOS ,10,1,0,,31-ene,CANT. CONTACTOS ,4,2,0
,MONTO ,"S/.107,40","S/.294,80","S/.0,00","S/.0,00","S/.103,60","S/.299,00","S/.804,80",,,CANT. VENTAS ,0,0,0,,,CANT. VENTAS ,0,0,0
30/01/2026,CANTIDAD ,0,0,0,1,1,5,7,,,TASA DE VENTA ,0,0%,0%,,,TASA DE VENTA ,"0,00%",0%,0%
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.151,60","S/.314,00","S/.614,30","S/.1.079,90",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00"
31/01/2026,CANTIDAD ,0,0,0,0,3,2,5,,16-ene,CANT. CONTACTOS ,9,0,0,,,,,,
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.0,00","S/.528,80","S/.1.782,00","S/.2.310,80",,,CANT. VENTAS ,0,0,0,,,,,,
,,,,,,,,,,,TASA DE VENTA ,"0,00%","0,00%",0%,,,,,,
,,,,,,,,,,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00",,,,,,
