,,VENTAS DIARIAS ,,,,,,,INTERACCIONES POR REDES ,,,,,,,,,,
FECHA,CANT/MONTO,WHATSAPP ,INSTAGRAM,FACEBOOK ,WEB ,TIENDA,TOTAL ,,,,WHATSAPP,INTAGRAM ,FACEBOOK ,,,,WHATSAPP,INTAGRAM ,FACEBOOK 
,MONTO ,"S/.272,20","S/.0,00","S/.0,00","S/.2.259,30","S/.1.431,30","S/.3.962,80",,,CANT. VENTAS ,0,0,0,,,CANT. VENTAS ,0,0,0
16/05/2025,CANTIDAD ,0,0,0,1,7,8,,,TASA DE VENTA ,"0,00%",0%,0%,,,TASA DE VENTA ,"0,00%",0%,0%
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.829,70","S/.662,10","S/.1.491,80",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00"
17/05/2025,CANTIDAD ,0,0,0,2,13,15,,9-may,CANT. CONTACTOS ,4,1,1,,25-may,CANT. CONTACTOS ,10,3,1
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.576,70","S/.2.887,90","S/.3.464,60",,,CANT. VENTAS ,0,0,0,,,CANT. VENTAS ,0,0,0
18/05/2025,CANTIDAD ,0,0,0,1,5,6,,,TASA DE VENTA ,0%,0%,0%,,,TASA DE VENTA ,0%,0%,0%
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.370,80","S/.1.837,10","S/.2.207,90",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00"
19/05/2025,CANTIDAD ,0,0,0,0,5,5,,10-may,CANT. CONTACTOS ,7,1,0,,26-may,CANT. CONTACTOS ,15,1,0
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.0,00","S/.1.018,40","S/.1.018,40",,,CANT. VENTAS ,1,0,0,,,CANT. VENTAS ,0,0,0
20/05/2025,CANTIDAD ,0,0,0,4,6,10,,,TASA DE VENTA ,,0%,0%,,,TASA DE VENTA ,0%,0%,0%
